date,0%,1%,2%,3%,4%,5%,6%,7%,8%,9%,10%,11%,12%,13%,14%,15%,16%,17%,18%,19%,20%,21%,22%,23%,24%,25%,26%,27%,28%,29%,30%,31%,32%,33%,34%,35%,36%,37%,38%,39%,40%,41%,42%,43%,44%,45%,46%,47%,48%,49%,50%,51%,52%,53%,54%,55%,56%,57%,58%,59%,60%,61%,62%,63%,64%,65%,66%,67%,68%,69%,70%,71%,72%,73%,74%,75%,76%,77%,78%,79%,80%,81%,82%,83%,84%,85%,86%,87%,88%,89%,90%,91%,92%,93%,94%,95%,96%,97%,98%,99%,100%
2020-05-15,0,0,0,0,0,0,0,0,0,0,0,0.13000000000000078,0.9599999999999991,1,1,1,1,1,1,1,1,1.4299999999999997,2,2,2,2,2,2,2,2,2,2,2,2,2,2.0500000000000043,2.879999999999999,3,3,3,3,3.030000000000001,3.8599999999999994,4,4,4,4.18,5,5,5,5,5,5.160000000000004,5.990000000000002,6,6,6,6.310000000000002,7,7,7,7.6299999999999955,8,8,8.120000000000005,8.950000000000003,9,9.610000000000007,10,10,10,10,10.759999999999998,12.179999999999993,13,13.25,14,14,14,14.570000000000007,15.400000000000006,16.230000000000004,17,17,17,17,17.75999999999999,19,19.12000000000002,21.610000000000014,23.400000000000006,27.180000000000007,30,30.189999999999998,31.08000000000004,34.400000000000034,37.71999999999997,47.669999999999845,58.380000000000024,72.3500000000001,118
2020-05-16,0,0,0,0,0,0,0,0,0,0,0,0.13000000000000078,0.9599999999999991,1,1,1,1,1,1,1.7699999999999996,2,2,2,2,2,2,2,2,2,2,2,2,2.5600000000000023,3,3,3,3,3,3,3,3.200000000000003,4,4,4,4,4.350000000000001,5,5,5,5,5,5.329999999999998,6,6,6,6,6.480000000000004,7,7.1399999999999935,7.969999999999999,8,8,8,8,8.120000000000005,8.950000000000003,9,9.610000000000007,10,10,10,10,10.759999999999998,12.179999999999993,13,13.25,14,14,14,15.140000000000015,16,16.230000000000004,17,17,17,17,17.75999999999999,19.209999999999994,20.080000000000013,21.74000000000001,23.400000000000006,27.180000000000007,30,30.189999999999998,31.08000000000004,34.400000000000034,37.71999999999997,48.179999999999836,59.04000000000002,72.3500000000001,118
2020-05-17,0,0,0,0,0,0,0,0,0,0,0,0.13000000000000078,0.9599999999999991,1,1,1,1,1.1100000000000012,1.9399999999999995,2,2,2,2,2,2,2,2,2,2,2,2,2,2.5600000000000023,3,3,3,3,3,3,3,3.200000000000003,4,4,4,4,4.350000000000001,5,5,5,5,5,5.329999999999998,6,6,6,6.650000000000006,7,7,7.1399999999999935,7.969999999999999,8,8,8,8,8.120000000000005,8.950000000000003,9,9.610000000000007,10,10,10,10,10.759999999999998,12.179999999999993,13,13.25,14,14,14,15.140000000000015,16.400000000000006,17,17,17,17,17,17.75999999999999,19.419999999999987,21.040000000000006,21.870000000000005,23.400000000000006,27.180000000000007,30,30.189999999999998,31.08000000000004,34.400000000000034,37.71999999999997,48.179999999999836,59.04000000000002,72.6900000000001,120
2020-05-18,0,0,0,0,0,0,0,0,0,0,0.3000000000000007,1,1,1,1,1,1,1.1100000000000012,1.9399999999999995,2,2,2,2,2,2,2,2,2,2,2,2,2.7300000000000004,3,3,3,3,3,3,3.539999999999999,4,4,4,4,4,4,4.350000000000001,5,5,5,5,5,5,5.160000000000004,5.990000000000002,6.82,7,7,7,7.1399999999999935,7.969999999999999,8,8,8,8.29,9,9,9,9.610000000000007,10,10,10,10,10.759999999999998,12.179999999999993,13,13.25,14,14,15.480000000000018,16.570000000000007,17,17,17,17,17,17,17.75999999999999,19.419999999999987,21.040000000000006,21.870000000000005,23.400000000000006,27.180000000000007,30,30.189999999999998,31.08000000000004,34.400000000000034,37.71999999999997,48.179999999999836,59.380000000000024,73.6900000000001,121
2020-05-19,0,0,0,0,0,0,0,0,0,0,0.3000000000000007,1,1,1,1,1,1.2800000000000011,2,2,2,2,2,2,2,2,2,2,2,2,2.0699999999999967,2.8999999999999986,3,3,3,3.2200000000000024,4,4,4,4,4,4,4,4,4.689999999999998,5,5,5,5,5,5,5,5.329999999999998,6,6,6.82,7,7,7.310000000000002,8,8,8,8,8,8.29,9,9,9,9.610000000000007,10,10,10.100000000000009,10.93,11,12.179999999999993,13,13.25,14,14,15.480000000000018,16.570000000000007,17,17,17,17,17.72,18,18.379999999999995,19.419999999999987,21.160000000000025,24.480000000000018,25.700000000000003,28.120000000000005,30,30.75999999999999,34.02000000000001,34.85000000000001,39.079999999999956,49.669999999999845,60.04000000000002,73.6900000000001,121
2020-05-20,0,0,0,0,0,0,0,0,0,0,0.3000000000000007,1,1,1,1,1,1,1.1100000000000012,1.9399999999999995,2,2,2,2,2,2,2,2,2,2,2.0699999999999967,2.8999999999999986,3,3,3,3,3,3,3.710000000000001,4,4,4,4,4,4.689999999999998,5,5,5,5,5,5,5,5.329999999999998,6.160000000000004,6.990000000000002,7,7,7,7.310000000000002,8,8,8,8,8.46,9,9,9,9,9.610000000000007,10,10.270000000000003,11,11,11.759999999999998,12.589999999999996,13.420000000000002,14,14.079999999999998,14.909999999999997,15.740000000000009,16.570000000000007,17,17,17.060000000000002,17.89,18,18.549999999999997,19.379999999999995,20.209999999999994,21.160000000000025,24.480000000000018,26.400000000000006,28.590000000000003,30,30.94999999999999,35.02000000000001,35.85000000000001,39.39999999999996,49.669999999999845,60.04000000000002,73.8600000000001,122
2020-05-21,0,0,0,0,0,0,0,0,0,0,0.3000000000000007,1,1,1,1,1,1.2800000000000011,2,2,2,2,2,2,2,2,2,2,2,2,2.0699999999999967,2.8999999999999986,3,3,3,3,3,3,3.710000000000001,4,4,4,4,4,4.689999999999998,5,5,5,5,5,5,5.5,6.329999999999998,7,7,7,7,7.480000000000004,8,8,8,8,8.629999999999995,9,9,9,9,9,9.610000000000007,10,10.270000000000003,11,11,12.519999999999996,13.589999999999996,14,14.25,15,15,16.480000000000018,17,17,17,17.060000000000002,17.89,18.72,19,19.379999999999995,20.419999999999987,22.12000000000002,24.610000000000014,26.400000000000006,28.590000000000003,30.36,31.94999999999999,36.08000000000004,39.400000000000034,40.67999999999999,49.669999999999845,60.04000000000002,74.0300000000001,123
2020-05-22,0,0,0,0,0,0,0,0,0,0,0.3000000000000007,1,1,1,1,1,1.2800000000000011,2,2,2,2,2,2,2,2,2,2,2,2,2.0699999999999967,2.8999999999999986,3,3,3,3.2200000000000024,4,4,4,4,4,4,4.030000000000001,4.859999999999999,5,5,5,5,5,5,5,5.5,6.329999999999998,7,7,7,7,7.480000000000004,8,8.139999999999993,8.969999999999999,9,9,9,9,9.120000000000005,9.950000000000003,10,10,10,10.270000000000003,11,11,13.279999999999994,14,14,14.25,15.079999999999998,15.909999999999997,16.74000000000001,17,17,17.230000000000004,18.060000000000002,18.89,19.72,20,20,20.419999999999987,22.12000000000002,24.610000000000014,26.400000000000006,28.590000000000003,30.36,31.94999999999999,36.10000000000005,40.25000000000004,41.67999999999999,50.159999999999854,60.04000000000002,74.0300000000001,123
2020-05-23,0,0,0,0,0,0,0,0,0,0,0.3000000000000007,1,1,1,1,1,1.2800000000000011,2,2,2,2,2,2,2,2,2,2,2,2.240000000000002,3,3,3,3,3.3900000000000006,4,4,4,4,4,4,4.200000000000003,5,5,5,5,5,5,5,5,5.670000000000002,6,6.329999999999998,7,7,7,7,7.480000000000004,8,8.139999999999993,8.969999999999999,9,9,9,9,9.120000000000005,9.950000000000003,10,10,10,10.270000000000003,11,11,13.279999999999994,14,14.420000000000002,15,15.079999999999998,15.909999999999997,16.74000000000001,17.570000000000007,18,18.230000000000004,19.060000000000002,19.89,20,20.549999999999997,21,21.209999999999994,22.12000000000002,24.610000000000014,27.80000000000001,29.53,30.36,31.94999999999999,36.10000000000005,40.25000000000004,41.67999999999999,50.159999999999854,60.04000000000002,74.5400000000001,126
